device_trust,failed_attempts,request_frequency,network_anomaly,time_anomaly,previous_behavior,label,decision
22.42,6,63.79,84.83,86.87,20.87,HIGH_RISK,DENY
49.17,2,37.42,58.75,35.26,51.96,SUSPICIOUS,LIMITED
6.6,13,66.22,94.0,77.71,26.49,HIGH_RISK,DENY
100.0,0,6.87,2.15,1.31,89.94,NORMAL,ALLOW
15.33,11,85.72,66.86,71.92,14.87,HIGH_RISK,DENY
98.73,0,2.47,3.34,0.77,87.76,NORMAL,ALLOW
20.88,10,73.82,83.48,92.09,20.67,HIGH_RISK,DENY
8.52,7,92.2,92.61,77.85,20.6,HIGH_RISK,DENY
41.74,2,28.71,59.12,43.81,49.45,SUSPICIOUS,LIMITED
75.79,1,4.28,0.76,0.39,81.91,NORMAL,ALLOW
53.53,3,16.66,52.65,47.88,43.07,SUSPICIOUS,LIMITED
38.0,2,33.67,49.06,30.72,59.26,SUSPICIOUS,LIMITED
22.5,7,53.96,84.27,61.83,24.31,HIGH_RISK,DENY
54.61,2,32.29,42.08,33.73,42.97,SUSPICIOUS,LIMITED
21.66,8,74.37,92.7,85.42,15.44,HIGH_RISK,DENY
66.73,4,26.17,52.43,48.34,57.85,SUSPICIOUS,LIMITED
90.32,0,6.26,3.5,6.49,81.48,NORMAL,ALLOW
15.02,12,87.17,90.99,67.37,19.28,HIGH_RISK,DENY
14.34,8,60.55,95.86,78.53,23.84,HIGH_RISK,DENY
26.49,13,97.38,85.21,79.73,18.23,HIGH_RISK,DENY
54.67,3,18.8,38.61,43.08,72.0,SUSPICIOUS,LIMITED
100.0,0,2.61,4.47,7.98,91.62,NORMAL,ALLOW
64.96,2,26.32,24.3,52.01,65.45,SUSPICIOUS,LIMITED
62.33,2,32.45,41.33,43.9,59.29,SUSPICIOUS,LIMITED
85.82,0,3.98,5.93,8.54,94.48,NORMAL,ALLOW
58.05,2,26.42,32.7,23.25,50.74,SUSPICIOUS,LIMITED
49.9,2,28.67,37.44,44.34,53.3,SUSPICIOUS,LIMITED
56.93,3,27.37,43.87,18.0,56.9,SUSPICIOUS,LIMITED
31.53,11,83.22,87.12,88.12,16.03,HIGH_RISK,DENY
17.29,12,101.71,86.07,64.24,15.43,HIGH_RISK,DENY
91.28,1,5.58,0.83,4.8,100.0,NORMAL,ALLOW
46.93,2,25.92,51.85,25.15,72.0,SUSPICIOUS,LIMITED
4.58,6,114.46,84.95,82.91,29.06,HIGH_RISK,DENY
94.37,0,6.44,10.96,0.69,87.52,NORMAL,ALLOW
49.08,2,22.1,53.78,41.17,61.31,SUSPICIOUS,LIMITED
83.11,0,4.82,10.02,1.56,94.82,NORMAL,ALLOW
20.69,6,64.8,99.63,79.99,12.25,HIGH_RISK,DENY
47.52,4,29.79,23.15,34.97,52.98,SUSPICIOUS,LIMITED
92.77,0,6.9,2.78,7.93,89.08,NORMAL,ALLOW
19.49,10,57.68,78.79,80.68,14.06,HIGH_RISK,DENY
96.25,0,4.01,1.0,2.1,92.18,NORMAL,ALLOW
91.83,0,9.12,5.63,4.31,97.17,NORMAL,ALLOW
84.03,0,1.87,2.16,7.21,91.88,NORMAL,ALLOW
99.01,0,2.37,3.82,0.63,81.15,NORMAL,ALLOW
97.42,0,3.59,5.61,1.41,89.17,NORMAL,ALLOW
93.17,0,6.74,1.96,1.28,86.61,NORMAL,ALLOW
25.98,12,98.09,94.29,68.28,19.59,HIGH_RISK,DENY
59.47,6,30.24,36.43,29.36,58.5,SUSPICIOUS,LIMITED
48.19,5,21.67,58.19,45.88,57.57,SUSPICIOUS,LIMITED
41.93,2,39.27,61.39,62.93,59.44,SUSPICIOUS,LIMITED
13.03,12,58.18,82.38,83.79,15.26,HIGH_RISK,DENY
55.07,4,28.34,42.91,19.66,53.96,SUSPICIOUS,LIMITED
22.59,10,98.55,87.43,74.02,19.96,HIGH_RISK,DENY
53.12,2,19.21,56.87,35.55,72.0,SUSPICIOUS,LIMITED
40.44,6,30.24,32.33,18.0,51.58,SUSPICIOUS,LIMITED
15.29,12,82.28,94.48,99.47,24.44,HIGH_RISK,DENY
44.82,3,23.33,44.11,30.01,64.11,SUSPICIOUS,LIMITED
99.1,0,8.98,0.82,0.45,100.0,NORMAL,ALLOW
55.01,5,26.46,31.8,42.32,62.86,SUSPICIOUS,LIMITED
9.94,10,103.5,82.09,86.73,15.64,HIGH_RISK,DENY
100.0,1,4.86,6.7,0.27,100.0,NORMAL,ALLOW
91.31,0,3.35,1.76,2.87,100.0,NORMAL,ALLOW
14.24,10,92.84,76.55,80.21,12.9,HIGH_RISK,DENY
96.62,0,3.79,0.08,2.11,93.0,NORMAL,ALLOW
55.6,6,24.51,38.23,35.35,58.04,SUSPICIOUS,LIMITED
59.73,4,29.47,41.73,62.65,47.23,SUSPICIOUS,LIMITED
11.98,9,79.3,72.33,85.43,5.81,HIGH_RISK,DENY
25.49,8,95.27,82.62,63.91,29.2,HIGH_RISK,DENY
41.43,6,26.93,40.72,50.82,53.16,SUSPICIOUS,LIMITED
48.95,2,28.88,46.41,54.01,61.15,SUSPICIOUS,LIMITED
59.1,2,27.87,48.89,30.03,51.14,SUSPICIOUS,LIMITED
15.9,11,89.82,83.26,84.65,22.5,HIGH_RISK,DENY
41.31,4,31.18,42.71,44.58,72.0,SUSPICIOUS,LIMITED
52.63,3,14.74,33.31,38.31,55.46,SUSPICIOUS,LIMITED
89.28,0,3.48,3.84,1.0,93.92,NORMAL,ALLOW
94.45,1,4.54,1.16,0.18,89.88,NORMAL,ALLOW
56.39,4,32.29,51.23,39.12,62.37,SUSPICIOUS,LIMITED
90.45,0,7.48,11.15,1.26,94.63,NORMAL,ALLOW
90.85,0,5.5,0.57,4.18,100.0,NORMAL,ALLOW
62.83,2,23.98,57.94,45.71,63.93,SUSPICIOUS,LIMITED
39.61,4,14.0,40.76,27.99,63.38,SUSPICIOUS,LIMITED
100.0,0,6.79,10.92,2.62,100.0,NORMAL,ALLOW
65.03,4,28.85,44.06,52.56,62.77,SUSPICIOUS,LIMITED
58.73,2,30.2,30.4,44.39,38.0,SUSPICIOUS,LIMITED
96.2,0,2.51,3.52,0.9,82.01,NORMAL,ALLOW
6.67,6,70.55,76.38,78.63,18.8,HIGH_RISK,DENY
12.25,10,89.72,92.78,84.52,17.16,HIGH_RISK,DENY
45.94,5,30.03,51.57,30.09,53.15,SUSPICIOUS,LIMITED
57.62,2,28.83,38.69,39.84,53.99,SUSPICIOUS,LIMITED
52.9,2,33.23,60.57,61.42,58.13,SUSPICIOUS,LIMITED
23.59,9,84.16,82.89,99.46,26.1,HIGH_RISK,DENY
56.88,3,27.26,38.76,61.59,69.71,SUSPICIOUS,LIMITED
7.53,11,95.99,85.78,88.37,27.0,HIGH_RISK,DENY
50.9,2,30.03,50.72,54.22,58.68,SUSPICIOUS,LIMITED
60.54,5,32.27,36.05,28.62,51.35,SUSPICIOUS,LIMITED
52.84,5,20.29,46.51,43.25,63.25,SUSPICIOUS,LIMITED
8.36,7,97.5,98.16,70.62,11.66,HIGH_RISK,DENY
18.24,12,95.11,88.37,82.82,19.35,HIGH_RISK,DENY
61.71,6,25.73,51.81,56.32,49.77,SUSPICIOUS,LIMITED
53.84,2,20.08,68.0,51.04,60.9,SUSPICIOUS,LIMITED
97.27,1,5.86,0.57,1.14,85.63,NORMAL,ALLOW
17.77,6,76.54,76.05,94.48,30.94,HIGH_RISK,DENY
38.0,2,32.99,46.33,42.6,38.0,SUSPICIOUS,LIMITED
13.79,12,90.04,87.21,69.83,30.53,HIGH_RISK,DENY
26.25,10,48.0,81.64,77.0,14.48,HIGH_RISK,DENY
13.61,11,82.11,83.85,85.3,17.81,HIGH_RISK,DENY
52.8,5,33.14,68.0,29.92,61.36,SUSPICIOUS,LIMITED
55.86,2,22.14,48.11,40.72,47.35,SUSPICIOUS,LIMITED
60.2,6,14.0,28.43,57.19,64.95,SUSPICIOUS,LIMITED
28.05,19,64.15,91.31,79.03,29.75,HIGH_RISK,DENY
49.1,2,30.96,34.22,21.24,56.81,SUSPICIOUS,LIMITED
96.18,0,2.6,2.24,2.86,97.31,NORMAL,ALLOW
56.73,4,28.34,34.75,61.26,62.76,SUSPICIOUS,LIMITED
10.45,11,112.79,95.44,81.92,13.33,HIGH_RISK,DENY
8.34,11,73.75,98.81,84.73,26.97,HIGH_RISK,DENY
13.19,6,97.87,75.62,83.11,17.35,HIGH_RISK,DENY
54.28,5,26.66,47.08,45.73,56.97,SUSPICIOUS,LIMITED
49.31,5,35.85,32.68,54.58,49.36,SUSPICIOUS,LIMITED
84.68,0,8.55,0.66,1.12,98.42,NORMAL,ALLOW
55.92,2,32.77,33.02,26.48,66.36,SUSPICIOUS,LIMITED
90.37,0,4.14,0.11,0.12,85.0,NORMAL,ALLOW
18.17,8,113.24,79.55,51.89,21.41,HIGH_RISK,DENY
100.0,0,6.99,0.54,6.05,96.19,NORMAL,ALLOW
63.95,5,28.19,48.13,18.13,58.94,SUSPICIOUS,LIMITED
43.24,6,29.31,39.93,23.64,55.65,SUSPICIOUS,LIMITED
48.32,2,26.74,53.27,60.52,62.98,SUSPICIOUS,LIMITED
94.58,0,7.62,5.66,0.11,91.97,NORMAL,ALLOW
85.4,0,9.45,4.66,4.09,97.15,NORMAL,ALLOW
18.38,11,83.19,85.84,68.08,18.34,HIGH_RISK,DENY
91.12,0,2.6,11.9,10.2,89.0,NORMAL,ALLOW
98.77,0,8.02,1.01,1.77,92.1,NORMAL,ALLOW
14.12,9,107.97,91.17,81.66,15.67,HIGH_RISK,DENY
21.77,14,51.71,69.55,90.92,18.24,HIGH_RISK,DENY
47.19,2,30.67,43.91,48.19,72.0,SUSPICIOUS,LIMITED
25.08,9,105.88,84.65,86.22,19.3,HIGH_RISK,DENY
63.82,3,22.71,42.26,42.37,62.49,SUSPICIOUS,LIMITED
6.33,9,89.7,89.99,60.37,20.96,HIGH_RISK,DENY
95.21,0,5.53,2.68,2.6,89.44,NORMAL,ALLOW
49.19,5,33.22,39.28,70.0,40.64,SUSPICIOUS,LIMITED
12.93,7,82.27,84.36,56.02,17.82,HIGH_RISK,DENY
59.93,3,28.17,30.81,24.89,44.32,SUSPICIOUS,LIMITED
12.11,9,107.09,97.94,62.92,15.3,HIGH_RISK,DENY
15.82,15,92.49,90.76,82.23,22.37,HIGH_RISK,DENY
89.83,1,7.72,2.34,4.99,93.09,NORMAL,ALLOW
65.98,2,32.12,45.13,45.75,52.62,SUSPICIOUS,LIMITED
16.21,10,67.59,78.04,79.23,35.84,HIGH_RISK,DENY
85.01,0,3.69,4.31,3.9,88.59,NORMAL,ALLOW
95.1,1,4.1,0.78,1.81,91.95,NORMAL,ALLOW
56.88,5,30.23,43.88,23.01,51.72,SUSPICIOUS,LIMITED
93.79,0,6.6,4.34,2.15,86.12,NORMAL,ALLOW
20.56,6,101.71,74.38,59.38,17.31,HIGH_RISK,DENY
8.88,9,118.66,70.63,87.97,10.03,HIGH_RISK,DENY
15.72,8,101.42,84.53,76.53,8.76,HIGH_RISK,DENY
50.95,5,30.97,38.12,49.07,51.63,SUSPICIOUS,LIMITED
100.0,0,8.48,13.5,0.55,89.33,NORMAL,ALLOW
21.36,8,92.1,78.5,65.43,23.08,HIGH_RISK,DENY
97.9,0,2.9,1.05,1.8,91.25,NORMAL,ALLOW
67.66,4,25.0,36.94,20.43,64.79,SUSPICIOUS,LIMITED
94.46,0,5.41,4.31,0.77,90.74,NORMAL,ALLOW
8.07,8,118.28,82.55,61.68,18.59,HIGH_RISK,DENY
54.3,2,19.83,60.87,41.15,49.88,SUSPICIOUS,LIMITED
44.14,6,17.08,55.2,44.41,62.4,SUSPICIOUS,LIMITED
55.67,3,36.1,66.67,49.55,57.93,SUSPICIOUS,LIMITED
25.88,13,48.0,82.55,79.39,25.55,HIGH_RISK,DENY
18.62,11,80.21,91.77,82.52,16.06,HIGH_RISK,DENY
52.57,4,23.98,58.75,52.26,69.63,SUSPICIOUS,LIMITED
42.27,4,28.88,43.99,32.89,60.96,SUSPICIOUS,LIMITED
18.72,9,61.92,74.71,90.01,31.85,HIGH_RISK,DENY
96.06,1,3.58,0.61,0.66,85.22,NORMAL,ALLOW
18.79,8,92.08,78.17,89.43,17.58,HIGH_RISK,DENY
54.6,2,27.18,52.82,21.5,68.08,SUSPICIOUS,LIMITED
92.39,0,6.47,5.36,3.88,92.73,NORMAL,ALLOW
87.96,0,2.77,2.01,7.45,93.47,NORMAL,ALLOW
25.34,8,72.67,85.35,98.81,31.13,HIGH_RISK,DENY
91.52,0,9.59,3.62,0.08,88.7,NORMAL,ALLOW
4.48,6,101.18,88.87,83.98,12.07,HIGH_RISK,DENY
93.04,0,7.19,16.19,0.5,91.25,NORMAL,ALLOW
67.64,2,24.58,40.67,50.62,69.71,SUSPICIOUS,LIMITED
91.92,0,6.02,2.12,0.15,87.91,NORMAL,ALLOW
90.39,0,4.42,7.02,0.81,93.78,NORMAL,ALLOW
14.42,7,96.58,80.22,91.1,12.0,HIGH_RISK,DENY
28.13,6,82.76,83.39,73.6,10.67,HIGH_RISK,DENY
54.82,5,21.23,34.25,33.93,70.07,SUSPICIOUS,LIMITED
54.66,4,27.24,43.02,34.17,57.42,SUSPICIOUS,LIMITED
88.04,0,6.29,0.95,2.56,86.07,NORMAL,ALLOW
84.57,0,6.36,3.65,15.0,91.79,NORMAL,ALLOW
8.29,7,82.36,76.1,77.25,5.6,HIGH_RISK,DENY
90.59,0,3.57,0.89,0.43,86.37,NORMAL,ALLOW
41.64,2,35.73,43.64,30.31,49.79,SUSPICIOUS,LIMITED
94.8,0,6.14,5.56,1.29,100.0,NORMAL,ALLOW
95.94,0,4.94,4.41,2.13,90.48,NORMAL,ALLOW
60.87,3,26.82,49.82,52.36,40.99,SUSPICIOUS,LIMITED
12.59,9,90.42,78.44,73.92,4.52,HIGH_RISK,DENY
7.13,8,105.24,83.78,88.15,26.01,HIGH_RISK,DENY
88.48,0,5.06,4.84,0.12,93.67,NORMAL,ALLOW
41.06,3,29.68,49.07,32.76,71.77,SUSPICIOUS,LIMITED
60.73,3,31.61,44.45,24.06,61.03,SUSPICIOUS,LIMITED
29.79,10,87.72,82.78,78.18,13.24,HIGH_RISK,DENY
59.86,3,20.59,46.9,58.24,58.2,SUSPICIOUS,LIMITED
70.84,4,17.73,40.21,40.5,55.87,SUSPICIOUS,LIMITED
43.13,5,33.6,46.37,50.72,64.28,SUSPICIOUS,LIMITED
16.26,7,62.88,85.45,82.66,12.92,HIGH_RISK,DENY
96.11,0,4.71,1.51,2.08,88.66,NORMAL,ALLOW
84.15,0,5.19,11.31,2.86,87.74,NORMAL,ALLOW
17.71,6,81.32,93.28,85.87,25.54,HIGH_RISK,DENY
42.95,4,29.93,45.57,26.58,58.75,SUSPICIOUS,LIMITED
59.01,4,18.3,43.5,35.23,59.71,SUSPICIOUS,LIMITED
10.43,9,99.61,73.11,62.67,29.6,HIGH_RISK,DENY
54.79,5,27.39,43.87,34.18,67.05,SUSPICIOUS,LIMITED
13.17,7,52.3,80.41,65.69,23.59,HIGH_RISK,DENY
13.75,13,94.62,95.62,80.64,11.43,HIGH_RISK,DENY
8.92,13,86.51,97.32,68.67,24.27,HIGH_RISK,DENY
91.43,0,7.73,3.34,1.1,77.81,NORMAL,ALLOW
10.17,6,62.54,85.64,69.21,18.92,HIGH_RISK,DENY
19.99,9,73.0,74.56,98.47,20.9,HIGH_RISK,DENY
95.78,0,4.49,5.22,2.77,98.89,NORMAL,ALLOW
11.68,9,91.54,78.58,73.15,21.43,HIGH_RISK,DENY
72.0,2,19.51,42.99,41.63,59.53,SUSPICIOUS,LIMITED
23.36,12,54.56,92.32,70.75,8.02,HIGH_RISK,DENY
16.51,17,66.57,95.58,87.66,27.26,HIGH_RISK,DENY
22.77,9,95.21,91.11,78.53,26.61,HIGH_RISK,DENY
78.52,0,4.95,4.59,0.43,91.07,NORMAL,ALLOW
46.85,2,31.42,57.5,39.93,49.69,SUSPICIOUS,LIMITED
17.35,8,60.35,72.24,62.75,21.6,HIGH_RISK,DENY
64.87,4,31.08,49.64,49.99,54.72,SUSPICIOUS,LIMITED
54.68,4,20.18,48.26,53.52,59.31,SUSPICIOUS,LIMITED
96.36,1,6.53,1.2,1.64,96.91,NORMAL,ALLOW
21.09,8,58.79,88.42,85.84,19.61,HIGH_RISK,DENY
84.43,0,4.15,10.56,0.0,89.15,NORMAL,ALLOW
40.17,2,28.38,58.86,28.45,68.44,SUSPICIOUS,LIMITED
82.55,0,3.23,2.55,7.88,93.88,NORMAL,ALLOW
22.34,10,87.13,88.03,84.34,25.54,HIGH_RISK,DENY
4.39,8,80.94,87.93,67.62,4.09,HIGH_RISK,DENY
6.63,15,87.6,86.53,82.16,12.87,HIGH_RISK,DENY
45.71,4,25.56,45.75,59.95,65.09,SUSPICIOUS,LIMITED
100.0,0,5.96,0.14,0.54,78.88,NORMAL,ALLOW
12.6,11,113.19,84.09,64.27,17.21,HIGH_RISK,DENY
88.22,0,2.98,0.24,6.65,91.65,NORMAL,ALLOW
14.91,6,78.84,73.09,67.97,17.78,HIGH_RISK,DENY
90.87,0,6.12,2.68,3.41,87.18,NORMAL,ALLOW
86.01,0,5.23,2.33,6.83,92.46,NORMAL,ALLOW
45.64,4,22.37,33.13,29.72,61.38,SUSPICIOUS,LIMITED
11.28,9,106.95,76.74,79.94,19.01,HIGH_RISK,DENY
97.59,1,6.02,4.75,4.18,90.73,NORMAL,ALLOW
51.97,3,40.17,30.08,67.14,60.52,SUSPICIOUS,LIMITED
23.98,8,88.18,85.42,80.44,25.92,HIGH_RISK,DENY
16.82,9,114.86,80.78,62.35,18.74,HIGH_RISK,DENY
59.72,2,31.69,34.5,41.51,72.0,SUSPICIOUS,LIMITED
14.37,8,88.92,93.84,66.44,11.99,HIGH_RISK,DENY
100.0,0,6.18,0.33,2.3,92.62,NORMAL,ALLOW
59.78,4,14.0,47.2,30.16,58.13,SUSPICIOUS,LIMITED
84.25,0,3.27,7.31,0.33,95.45,NORMAL,ALLOW
20.65,9,117.74,87.65,74.84,0.0,HIGH_RISK,DENY
4.39,10,78.94,97.0,86.15,22.53,HIGH_RISK,DENY
51.59,2,29.88,49.16,18.0,66.69,SUSPICIOUS,LIMITED
91.94,0,4.5,2.13,1.32,99.03,NORMAL,ALLOW
49.91,2,35.72,35.78,31.31,60.61,SUSPICIOUS,LIMITED
95.07,0,1.81,5.71,5.78,95.43,NORMAL,ALLOW
7.37,11,117.03,76.27,100.0,35.72,HIGH_RISK,DENY
57.83,2,22.2,45.27,43.18,60.03,SUSPICIOUS,LIMITED
57.05,3,31.17,36.48,22.23,48.55,SUSPICIOUS,LIMITED
45.59,4,25.5,59.11,42.71,72.0,SUSPICIOUS,LIMITED
72.0,6,23.18,34.43,39.94,57.15,SUSPICIOUS,LIMITED
93.01,0,4.18,1.41,0.29,85.01,NORMAL,ALLOW
